Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-03-17T09:33:31.034Z","Included","auto","No","0","0","0","0","0","Included"
"2026-03-17T09:33:04.477Z","Included","auto","No","0","0","0","0","0","Included"
"2026-03-17T09:27:37.481Z","Included","auto","No","0","0","0","0","0","Included"
"2026-03-17T09:23:22.242Z","Included","auto","No","0","0","0","0","0","Included"
"2026-03-17T07:48:17.675Z","Included","auto","No","0","26634","367616","493","394743","Included"
"2026-03-17T07:40:37.492Z","Included","auto","No","0","201473","2673408","7884","2882765","Included"
"2026-03-17T07:38:02.122Z","Included","auto","No","0","167440","14592","2164","184196","Included"
"2026-03-17T07:18:58.937Z","Included","auto","No","0","4454","352128","1558","358140","Included"
"2026-03-17T07:15:48.797Z","Included","auto","No","0","325525","379264","2800","707589","Included"
"2026-03-17T06:34:20.232Z","Included","auto","No","0","707","48896","999","50602","Included"
"2026-03-17T06:28:05.391Z","Included","auto","No","0","2249","46720","1589","50558","Included"
"2026-03-17T06:23:56.655Z","Included","auto","No","0","8997","182272","1240","192509","Included"
"2026-03-17T06:17:14.011Z","Included","auto","No","0","7852","383488","3833","395173","Included"
"2026-03-17T06:15:31.132Z","Included","auto","No","0","26818","51584","986","79388","Included"
"2026-03-17T06:11:47.139Z","Included","auto","No","0","2818","148224","1297","152339","Included"
"2026-03-17T06:09:55.749Z","Included","auto","No","0","13956","21760","1541","37257","Included"
"2026-03-17T06:07:09.036Z","Included","auto","No","0","18446","61312","3470","83228","Included"
"2026-03-17T06:05:40.563Z","Included","auto","No","0","156650","185856","3225","345731","Included"
"2026-03-17T05:53:09.935Z","Included","auto","No","0","151177","180096","1284","332557","Included"
"2026-03-17T05:46:46.267Z","Included","auto","No","0","27579","352640","1043","381262","Included"
"2026-03-17T05:43:42.497Z","Included","auto","No","0","55576","182528","978","239082","Included"
"2026-03-17T05:41:51.116Z","Included","auto","No","0","10179","386816","5761","402756","Included"
"2026-03-17T05:39:22.718Z","Included","auto","No","0","15726","183680","2039","201445","Included"
"2026-03-17T05:37:48.238Z","Included","auto","No","0","150510","14592","374","165476","Included"
"2026-03-17T05:37:08.627Z","Included","auto","No","0","93143","130944","1151","225238","Included"
"2026-03-17T05:35:10.598Z","Included","auto","No","0","5266","151552","2115","158933","Included"
"2026-03-17T05:33:15.584Z","Included","auto","No","0","12033","258048","6308","276389","Included"
"2026-03-17T05:32:03.543Z","Included","auto","No","0","28653","2504192","12260","2545105","Included"
"2026-03-17T05:30:41.695Z","Included","auto","No","0","10355","153600","6950","170905","Included"
"2026-03-17T05:28:57.044Z","Included","auto","No","0","9281","107008","2344","118633","Included"
"2026-03-17T05:19:23.999Z","Included","auto","No","0","40000","2376704","12544","2429248","Included"
"2026-03-17T05:15:08.521Z","Included","auto","No","0","33032","706560","3391","742983","Included"
"2026-03-17T05:13:12.555Z","Included","auto","No","0","70811","172544","359","243714","Included"
"2026-03-17T04:59:08.175Z","Included","auto","No","0","69071","317184","4218","390473","Included"
"2026-03-17T04:57:51.217Z","Included","auto","No","0","608239","2960000","5742","3573981","Included"
"2026-03-17T04:57:08.842Z","Included","auto","No","0","281475","29184","150","310809","Included"
"2026-03-17T04:39:30.573Z","Included","auto","No","0","21416","592000","1871","615287","Included"
"2026-03-17T04:38:50.260Z","Included","auto","No","0","4399","145152","1903","151454","Included"
"2026-03-17T04:38:16.427Z","Included","auto","No","0","10213","135040","1687","146940","Included"
"2026-03-17T04:28:45.376Z","Included","auto","No","0","287701","3372800","6674","3667175","Included"
"2026-03-17T04:28:03.831Z","Included","auto","No","0","89661","178048","2204","269913","Included"
"2026-03-17T04:27:22.765Z","Included","auto","No","0","85742","306176","2211","394129","Included"
"2026-03-17T04:26:44.550Z","Included","auto","No","0","79429","48128","2491","130048","Included"
"2026-03-17T04:25:23.063Z","Included","auto","No","0","327709","316160","5819","649688","Included"
"2026-03-17T04:22:49.235Z","Included","auto","No","0","66916","843136","10945","920997","Included"
"2026-03-17T04:20:24.051Z","Included","auto","No","0","31530","232704","2814","267048","Included"
"2026-03-17T04:15:11.808Z","Included","auto","No","0","31264","101504","5962","138730","Included"
"2026-03-17T04:14:41.831Z","Included","auto","No","0","7985","49792","3166","60943","Included"
"2026-03-16T11:26:35.452Z","Included","auto","No","0","5167","396672","1097","402936","Included"
"2026-03-16T11:24:12.957Z","Included","auto","No","0","2148","576256","1458","579862","Included"
"2026-03-16T11:20:14.785Z","Included","auto","No","0","986","93952","960","95898","Included"
"2026-03-16T11:16:34.492Z","Included","auto","No","0","6696","466560","1369","474625","Included"
"2026-03-16T11:13:49.303Z","Included","auto","No","0","26982","524032","3208","554222","Included"
"2026-03-16T11:06:33.497Z","Included","auto","No","0","20992","523776","15949","560717","Included"
"2026-03-16T11:04:56.644Z","Included","auto","No","0","51088","14592","1414","67094","Included"
"2026-03-16T10:52:59.072Z","Included","auto","No","0","56345","446720","6036","509101","Included"
"2026-03-16T10:35:59.975Z","Included","auto","No","0","14222","156800","3223","174245","Included"
"2026-03-16T10:32:03.103Z","Included","auto","No","0","20028","633728","5753","659509","Included"
"2026-03-16T10:23:36.972Z","Included","auto","No","0","31648","93440","4716","129804","Included"
"2026-03-16T10:23:03.806Z","Included","auto","No","0","0","0","0","0","Included"
"2026-03-16T10:20:03.350Z","Included","auto","No","0","12837","138368","3266","154471","Included"
"2026-03-16T10:11:08.891Z","Included","auto","No","0","35780","425216","3969","464965","Included"
"2026-03-16T10:07:00.834Z","Included","auto","No","0","23552","43136","3155","69843","Included"
"2026-03-15T13:08:00.473Z","Included","auto","No","0","1193","72704","1093","74990","Included"
"2026-03-15T12:59:35.340Z","Included","auto","No","0","69157","1650688","19263","1739108","Included"
"2026-03-13T10:32:31.115Z","Included","auto","No","0","1875","129024","371","131270","Included"
"2026-03-13T10:31:08.687Z","Included","auto","No","0","2714","386432","832","389978","Included"
"2026-03-13T10:30:16.515Z","Included","auto","No","0","4559","253184","385","258128","Included"
"2026-03-13T10:24:48.272Z","Included","auto","No","0","129341","253568","672","383581","Included"
"2026-03-13T10:24:09.203Z","Included","auto","No","0","8995","244352","132","253479","Included"
"2026-03-13T10:21:42.797Z","Included","auto","No","0","213508","149760","2341","365609","Included"
"2026-03-13T07:59:46.178Z","Included","auto","No","0","8795","339456","2396","350647","Included"
"2026-03-13T07:59:25.181Z","Included","auto","No","0","4479","223360","240","228079","Included"
"2026-03-13T07:52:22.457Z","Included","auto","No","0","13588","435584","343","449515","Included"
"2026-03-13T07:46:37.678Z","Included","auto","No","0","189246","242432","800","432478","Included"
"2026-03-13T02:30:49.669Z","Included","auto","No","0","91274","318848","3038","413160","Included"
"2026-03-13T02:29:48.699Z","Included","auto","No","0","2999","96128","189","99316","Included"
"2026-03-13T02:25:43.435Z","Included","auto","No","0","83785","111104","1757","196646","Included"
"2026-03-13T02:07:54.560Z","Included","auto","No","0","13279","14592","2063","29934","Included"
"2026-03-13T02:06:57.831Z","Included","auto","No","0","115680","615680","5540","736900","Included"
"2026-03-13T01:58:56.165Z","Included","auto","No","0","2154","163072","807","166033","Included"
"2026-03-13T01:56:00.539Z","Included","auto","No","0","22765","58496","596","81857","Included"
"2026-03-13T01:48:14.536Z","Included","auto","No","0","144971","1546368","9948","1701287","Included"
"2026-03-13T01:45:18.086Z","Included","auto","No","0","8694","49664","229","58587","Included"
"2026-03-13T01:41:58.322Z","Included","auto","No","0","81517","333056","6274","420847","Included"
"2026-03-13T01:31:38.128Z","Included","auto","No","0","536643","694784","11246","1242673","Included"
"2026-03-12T03:41:11.358Z","Included","auto","No","0","230179","2949632","4151","3183962","Included"
"2026-03-12T03:38:39.357Z","Included","auto","No","0","19853","194560","175","214588","Included"
"2026-03-12T03:29:35.861Z","Included","auto","No","0","9943","200704","476","211123","Included"
"2026-03-12T03:28:05.990Z","Included","auto","No","0","6248","194560","249","201057","Included"
"2026-03-12T03:26:32.940Z","Included","auto","No","0","18278","1556224","2378","1576880","Included"
"2026-03-12T03:22:01.962Z","Included","auto","No","0","45895","1305216","3739","1354850","Included"
"2026-03-12T03:21:05.028Z","Included","auto","No","0","157405","14592","388","172385","Included"
"2026-03-12T03:17:32.869Z","Included","auto","No","0","7585","160768","618","168971","Included"
"2026-03-12T03:11:54.979Z","Included","auto","No","0","10525","154240","410","165175","Included"
"2026-03-12T03:09:36.783Z","Included","auto","No","0","6639","154240","625","161504","Included"
"2026-03-12T03:05:52.118Z","Included","auto","No","0","34604","748160","2168","784932","Included"
"2026-03-12T03:02:41.402Z","Included","auto","No","0","286286","758656","1670","1046612","Included"
"2026-03-12T02:57:08.811Z","Included","auto","No","0","130292","147328","3567","281187","Included"
"2026-03-12T02:52:28.033Z","Included","auto","No","0","12674","121088","1632","135394","Included"
"2026-03-12T02:50:25.129Z","Included","auto","No","0","9724","121088","1276","132088","Included"
"2026-03-12T02:39:12.052Z","Included","auto","No","0","26040","1736448","4115","1766603","Included"
"2026-03-12T02:33:56.971Z","Included","auto","No","0","106136","14592","1804","122532","Included"
"2026-03-12T02:31:01.261Z","Included","auto","No","0","3044","107904","3105","114053","Included"
"2026-03-12T02:30:13.276Z","Included","auto","No","0","8426","99584","1016","109026","Included"
"2026-03-12T02:27:31.291Z","Included","auto","No","0","11797","1121280","2871","1135948","Included"
"2026-03-12T02:24:05.110Z","Included","auto","No","0","90954","484736","1135","576825","Included"
"2026-03-12T02:21:40.434Z","Included","auto","No","0","79160","98176","2461","179797","Included"
"2026-03-12T02:18:20.156Z","Included","auto","No","0","1180","86016","466","87662","Included"
"2026-03-12T02:16:08.575Z","Included","auto","No","0","1406","84736","570","86712","Included"
"2026-03-12T02:14:32.776Z","Included","auto","No","0","6338","78464","659","85461","Included"
"2026-03-12T02:09:51.288Z","Included","auto","No","0","133209","509440","1833","644482","Included"
"2026-03-12T01:57:05.501Z","Included","auto","No","0","34056","1695744","14673","1744473","Included"
"2026-03-12T01:54:50.062Z","Included","auto","No","0","908","66560","2715","70183","Included"
"2026-03-12T01:41:54.673Z","Included","auto","No","0","2681","263680","753","267114","Included"
"2026-03-12T01:39:39.800Z","Included","auto","No","0","14137","229376","4137","247650","Included"
"2026-03-12T01:33:52.184Z","Included","auto","No","0","22502","760320","9914","792736","Included"
"2026-03-12T01:31:52.517Z","Included","auto","No","0","753","32768","1936","35457","Included"
"2026-03-12T01:29:25.200Z","Included","auto","No","0","1746","64512","347","66605","Included"
"2026-03-12T01:25:19.368Z","Included","auto","No","0","14027","105984","3862","123873","Included"
"2026-03-12T01:22:58.390Z","Included","auto","No","0","34926","413184","6970","455080","Included"
"2026-03-12T01:19:30.612Z","Included","auto","No","0","7746","473600","2641","483987","Included"
"2026-03-12T01:15:52.340Z","Included","auto","No","0","1951","690176","1590","693717","Included"
"2026-03-12T01:11:49.990Z","Included","auto","No","0","11070","676352","2331","689753","Included"
"2026-03-12T01:06:20.061Z","Included","auto","No","0","426755","1348608","4712","1780075","Included"
"2026-03-11T12:21:30.829Z","Included","auto","No","0","1451","201472","313","203236","Included"
"2026-03-11T12:19:03.391Z","Included","auto","No","0","387636","420480","838","808954","Included"
"2026-03-11T12:18:42.729Z","Included","auto","No","0","8440","192768","352","201560","Included"
"2026-03-11T12:13:02.549Z","Included","auto","No","0","178246","14592","865","193703","Included"
"2026-03-11T11:54:30.845Z","Included","auto","No","0","11786","756096","1160","769042","Included"
"2026-03-11T11:53:53.801Z","Included","auto","No","0","1112","189440","951","191503","Included"
"2026-03-11T11:50:03.093Z","Included","auto","No","0","696","188800","928","190424","Included"
"2026-03-11T11:48:57.353Z","Included","auto","No","0","384","188544","708","189636","Included"
"2026-03-11T11:48:08.353Z","Included","auto","No","0","6573","182016","431","189020","Included"
"2026-03-11T11:44:50.272Z","Included","auto","No","0","15116","1660800","5627","1681543","Included"
"2026-03-11T11:44:18.595Z","Included","auto","No","0","4730","176512","834","182076","Included"
"2026-03-11T11:41:10.834Z","Included","auto","No","0","4042","176512","659","181213","Included"
"2026-03-11T11:32:20.084Z","Included","auto","No","0","42573","1033216","2202","1077991","Included"
"2026-03-11T11:28:09.285Z","Included","auto","No","0","40100","3902464","4144","3946708","Included"
"2026-03-11T11:26:22.633Z","Included","auto","No","0","153932","655616","1122","810670","Included"
"2026-03-11T11:25:34.005Z","Included","auto","No","0","2167","158464","494","161125","Included"
"2026-03-11T11:22:58.806Z","Included","auto","No","0","153733","325504","1212","480449","Included"
"2026-03-11T11:20:47.632Z","Included","auto","No","0","143225","172288","1276","316789","Included"
"2026-03-11T10:40:33.080Z","Included","auto","No","0","3264","623488","1164","627916","Included"
"2026-03-11T10:38:40.264Z","Included","auto","No","0","16699","448640","1632","466971","Included"
"2026-03-11T10:34:14.994Z","Included","auto","No","0","155508","2269440","4482","2429430","Included"
"2026-03-11T10:32:20.649Z","Included","auto","No","0","145956","939264","2629","1087849","Included"
"2026-03-11T10:28:06.326Z","Included","auto","No","0","228620","661760","1182","891562","Included"
"2026-03-11T09:02:37.953Z","Included","auto","No","0","222521","990208","3340","1216069","Included"
"2026-03-11T09:01:32.866Z","Included","auto","No","0","6738","111488","873","119099","Included"
"2026-03-11T08:59:40.896Z","Included","auto","No","0","4035","107520","613","112168","Included"
"2026-03-11T08:58:41.765Z","Included","auto","No","0","8161","99456","954","108571","Included"
"2026-03-11T08:57:19.624Z","Included","auto","No","0","93182","7680","3084","103946","Included"
"2026-03-11T08:55:47.207Z","Included","auto","No","0","245","99328","942","100515","Included"
"2026-03-11T08:55:17.320Z","Included","auto","No","0","4685","94720","336","99741","Included"
"2026-03-11T08:54:13.169Z","Included","auto","No","0","4517","188928","1332","194777","Included"
"2026-03-11T08:53:04.867Z","Included","auto","No","0","627","93568","851","95046","Included"
"2026-03-11T08:52:18.830Z","Included","auto","No","0","757","92928","513","94198","Included"
"2026-03-11T08:50:13.815Z","Included","auto","No","0","26900","66048","731","93679","Included"
"2026-03-11T08:38:28.743Z","Included","auto","No","0","191142","3058432","11455","3261029","Included"
"2026-03-11T08:36:08.180Z","Included","auto","No","0","59980","497280","1964","559224","Included"
"2026-03-11T08:34:28.924Z","Included","auto","No","0","75572","81664","3689","160925","Included"
"2026-03-11T07:59:17.516Z","Included","auto","No","0","1161","152192","547","153900","Included"
"2026-03-11T07:58:43.357Z","Included","auto","No","0","35759","14592","336","50687","Included"
"2026-03-11T05:13:35.937Z","Included","auto","No","0","67044","2382336","21470","2470850","Included"
"2026-03-11T05:09:59.174Z","Included","auto","No","0","17901","2096640","6612","2121153","Included"
"2026-03-11T05:06:45.727Z","Included","auto","No","0","166606","1679360","4456","1850422","Included"
"2026-03-11T04:59:27.734Z","Included","auto","No","0","9850","955904","5274","971028","Included"
"2026-03-11T04:57:45.686Z","Included","auto","No","0","2811","308224","933","311968","Included"
"2026-03-11T04:38:59.031Z","Included","auto","No","0","32890","3112960","16540","3162390","Included"
"2026-03-11T04:34:52.648Z","Included","auto","No","0","18147","2197504","9018","2224669","Included"
"2026-03-11T04:33:17.829Z","Included","auto","No","0","472","114176","602","115250","Included"
"2026-03-11T04:27:23.574Z","Included","auto","No","0","3906","257024","2550","263480","Included"
"2026-03-11T04:26:58.978Z","Included","auto","No","0","4626","674304","2236","681166","Included"
"2026-03-11T04:22:24.364Z","Included","auto","No","0","7091","643072","3924","654087","Included"
"2026-03-11T04:05:19.219Z","Included","auto","No","0","46675","1575424","23838","1645937","Included"
"2026-03-11T04:05:09.334Z","Included","auto","No","0","6972","608256","3913","619141","Included"
"2026-03-11T04:03:31.947Z","Included","auto","No","0","13924","10752","2483","27159","Included"
"2026-03-11T04:01:21.299Z","Included","auto","No","0","97318","586047","14310","697675","Included"
"2026-03-11T03:58:18.677Z","Included","auto","No","0","78174","350848","1517","430539","Included"
"2026-03-11T03:56:53.514Z","Included","auto","No","0","3351","21376","4276","29003","Included"
"2026-03-11T03:55:20.084Z","Included","auto","No","0","7280","326400","2063","335743","Included"
"2026-03-11T03:52:49.669Z","Included","auto","No","0","6898","14592","2268","23758","Included"
"2026-03-11T03:51:17.043Z","Included","auto","No","0","1116","80768","810","82694","Included"
"2026-03-11T03:50:47.970Z","Included","auto","No","0","5515","14592","733","20840","Included"
"2026-03-11T03:48:56.717Z","Included","auto","No","0","37470","28672","2328","68470","Included"
"2026-03-11T03:48:48.100Z","Included","auto","No","0","7603","27136","1065","35804","Included"
"2026-03-11T03:46:45.788Z","Included","auto","No","0","200895","43776","1640","246311","Included"
"2026-03-10T09:16:55.889Z","Included","auto","No","0","3693","556160","645","560498","Included"
"2026-03-10T09:14:05.708Z","Included","auto","No","0","75535","551936","865","628336","Included"
"2026-03-10T09:13:02.203Z","Included","auto","No","0","6266","450432","1495","458193","Included"
"2026-03-10T09:11:50.876Z","Included","auto","No","0","71022","516480","2851","590353","Included"
"2026-03-10T09:11:12.486Z","Included","auto","No","0","3287","67072","408","70767","Included"
"2026-03-10T09:08:52.303Z","Included","auto","No","0","58728","282496","2156","343380","Included"
"2026-03-10T09:06:21.559Z","Included","auto","No","0","50455","14592","2075","67122","Included"
"2026-03-10T08:57:50.565Z","Included","auto","No","0","1763","58112","2769","62644","Included"
"2026-03-10T08:55:31.491Z","Included","auto","No","0","2162","56064","632","58858","Included"
"2026-03-10T08:50:00.406Z","Included","auto","No","0","6440","220416","1970","228826","Included"
"2026-03-10T08:43:56.181Z","Included","auto","No","0","43867","286336","2687","332890","Included"
"2026-03-10T08:43:19.992Z","Included","auto","No","0","2126","50304","1284","53714","Included"
"2026-03-10T08:33:30.588Z","Included","auto","No","0","11474","451584","1600","464658","Included"
"2026-03-10T08:31:29.775Z","Included","auto","No","0","14921","280448","2799","298168","Included"
"2026-03-10T08:30:42.964Z","Included","auto","No","0","31888","14592","1270","47750","Included"
"2026-03-10T08:26:03.032Z","Included","auto","No","0","6777","267264","1999","276040","Included"
"2026-03-10T08:23:57.631Z","Included","auto","No","0","89270","302336","1755","393361","Included"
"2026-03-10T08:23:30.803Z","Included","auto","No","0","1509","40448","671","42628","Included"
"2026-03-10T08:22:41.560Z","Included","auto","No","0","25959","14592","1393","41944","Included"
"2026-03-10T08:02:21.477Z","Included","auto","No","0","4113","35072","1481","40666","Included"
"2026-03-10T08:00:26.265Z","Included","auto","No","0","56340","310272","3029","369641","Included"
"2026-03-10T07:58:22.216Z","Included","auto","No","0","9393","223744","1497","234634","Included"
"2026-03-10T07:57:04.198Z","Included","auto","No","0","3606","27520","293","31419","Included"
"2026-03-10T07:48:38.616Z","Included","auto","No","0","6670","166272","3233","176175","Included"
"2026-03-10T07:48:14.009Z","Included","auto","No","0","2164","24576","861","27601","Included"
"2026-03-10T07:47:05.332Z","Included","auto","No","0","12392","37888","1220","51500","Included"
"2026-03-10T07:45:53.406Z","Included","auto","No","0","11732","35712","659","48103","Included"
"2026-03-10T07:44:52.604Z","Included","auto","No","0","6554","14592","2359","23505","Included"
"2026-03-09T08:49:43.269Z","Included","auto","No","0","4428","406144","1979","412551","Included"
"2026-03-09T08:47:15.514Z","Included","auto","No","0","2252","194688","1989","198929","Included"
"2026-03-09T08:45:06.967Z","Included","auto","No","0","1699","190848","1776","194323","Included"
"2026-03-09T08:40:34.497Z","Included","auto","No","0","47522","14592","1092","63206","Included"
"2026-03-09T08:28:25.750Z","Included","auto","No","0","707","60672","1132","62511","Included"
"2026-03-09T08:27:34.508Z","Included","auto","No","0","20297","286976","1097","308370","Included"
"2026-03-09T08:19:55.674Z","Included","auto","No","0","49993","651392","6880","708265","Included"
"2026-03-09T08:18:22.139Z","Included","auto","No","0","25627","206336","4057","236020","Included"
"2026-03-09T08:15:33.921Z","Included","auto","No","0","30905","312192","8024","351121","Included"
"2026-03-09T08:11:15.093Z","Included","auto","No","0","16347","43136","6315","65798","Included"
"2026-03-09T02:59:28.808Z","Included","auto","No","0","899029","3712256","10123","4621408","Included"
"2026-03-09T02:18:25.647Z","Included","auto","No","0","6242","404480","2579","413301","Included"
"2026-03-09T01:53:02.481Z","Included","auto","No","0","6279","389120","2841","398240","Included"
"2026-03-09T01:48:47.394Z","Included","auto","No","0","8832","363520","6560","378912","Included"
"2026-03-09T01:40:27.194Z","Included","auto","No","0","111509","706560","4805","822874","Included"
"2026-03-09T00:50:51.491Z","Included","auto","No","0","14990","1049088","8447","1072525","Included"
"2026-03-09T00:28:40.313Z","Included","auto","No","0","91042","1206272","11681","1308995","Included"
"2026-03-06T23:42:15.053Z","Included","auto","No","0","155527","1829760","5662","1990949","Included"
"2026-03-06T23:34:14.534Z","Included","auto","No","0","21474","2215040","11674","2248188","Included"
"2026-03-06T23:23:16.011Z","Included","auto","No","0","41850","901376","9789","953015","Included"
"2026-03-06T07:58:11.661Z","Included","auto","No","0","10832","647680","2983","661495","Included"
"2026-03-06T07:55:36.411Z","Included","auto","No","0","9746","503040","2161","514947","Included"
"2026-03-06T07:53:48.785Z","Included","auto","No","0","25413","360704","3041","389158","Included"
"2026-03-06T07:49:33.608Z","Included","auto","No","0","28185","620288","8080","656553","Included"
"2026-03-06T07:40:50.268Z","Included","auto","No","0","21911","293760","3584","319255","Included"
"2026-03-06T06:16:15.311Z","Included","auto","No","0","24346","155520","2777","182643","Included"
"2026-02-21T03:00:31.205Z","Included","auto","No","0","3112","552960","629","556701","Included"
"2026-02-21T02:05:33.487Z","Included","auto","No","0","12366","803328","4105","819799","Included"
"2026-02-21T02:04:50.544Z","Included","auto","No","0","121416","267264","1042","389722","Included"
"2026-02-19T08:14:54.018Z","Included","auto","No","0","114636","993088","2000","1109724","Included"
"2026-02-19T08:11:47.687Z","Included","auto","No","0","112432","607232","4471","724135","Included"
"2026-02-19T07:49:39.738Z","Included","auto","No","0","1957","224768","1495","228220","Included"
"2026-02-19T07:47:28.404Z","Included","auto","No","0","2999","331776","1589","336364","Included"
"2026-02-19T07:44:16.567Z","Included","auto","No","0","13808","742400","6454","762662","Included"
"2026-02-19T07:08:07.191Z","Included","auto","No","0","90507","307200","3553","401260","Included"
"2026-02-19T06:45:15.822Z","Included","auto","No","0","5486","274432","2792","282710","Included"
"2026-02-19T06:32:24.709Z","Included","auto","No","0","26229","673792","7406","707427","Included"
"2026-02-19T06:26:24.016Z","Included","auto","No","0","7483","220160","2888","230531","Included"
"2026-02-19T06:12:56.504Z","Included","auto","No","0","69358","155648","1218","226224","Included"
"2026-02-19T06:04:29.255Z","Included","auto","No","0","8662","400896","6265","415823","Included"
"2026-02-19T06:01:26.470Z","Included","auto","No","0","53443","304640","5458","363541","Included"
"2026-02-19T05:56:03.112Z","Included","auto","No","0","2420","150528","548","153496","Included"
"2026-02-19T05:50:44.044Z","Included","auto","No","0","40946","368640","5713","415299","Included"
"2026-02-19T04:56:29.339Z","Included","auto","No","0","28752","105984","4213","138949","Included"
"2026-02-19T04:55:49.687Z","Errored, No Charge","auto","No","0","0","0","0","0","-"
"2026-02-19T03:51:33.485Z","Included","auto","No","0","9414","105984","4551","119949","Included"
"2026-02-19T03:48:10.821Z","Included","auto","No","0","9870","1094656","2413","1106939","Included"
"2026-02-19T03:42:36.679Z","Included","auto","No","0","4953","883712","1433","890098","Included"
"2026-02-19T03:36:47.228Z","Included","auto","No","0","171340","1887744","6393","2065477","Included"
"2026-02-19T03:34:05.188Z","Included","auto","No","0","8443","960000","2240","970683","Included"
"2026-02-19T03:24:15.080Z","Included","auto","No","0","12311","2295296","3806","2311413","Included"
"2026-02-19T03:18:04.618Z","Included","auto","No","0","4608","736256","2325","743189","Included"
"2026-02-19T03:11:01.012Z","Included","auto","No","0","8435","434176","918","443529","Included"
"2026-02-19T03:05:09.507Z","Included","auto","No","0","46635","2872832","19914","2939381","Included"
"2026-02-19T03:00:10.954Z","Included","auto","No","0","17111","1163264","8968","1189343","Included"
"2026-02-19T02:37:33.132Z","Included","auto","No","0","88709","739328","4816","832853","Included"
"2026-02-16T08:03:09.303Z","Included","auto","No","0","78413","1996288","9519","2084220","Included"
"2026-02-16T06:16:25.200Z","Included","auto","No","0","35984","1099264","13825","1149073","Included"
"2026-02-16T06:08:18.933Z","Included","auto","No","0","42083","2611200","21817","2675100","Included"
"2026-02-16T06:05:59.726Z","Included","auto","No","0","1239","153088","955","155282","Included"
"2026-02-16T05:58:36.698Z","Included","auto","No","0","32103","3509248","16718","3558069","Included"
"2026-02-16T05:55:52.377Z","Included","auto","No","0","118660","600064","5802","724526","Included"
"2026-02-16T05:50:15.113Z","Included","auto","No","0","16769","1370112","7068","1393949","Included"
"2026-02-16T05:40:24.998Z","Included","auto","No","0","22649","1709568","11041","1743258","Included"
"2026-02-16T05:38:20.735Z","Included","auto","No","0","1130","78336","2981","82447","Included"
"2026-02-16T05:34:01.874Z","Included","auto","No","0","35269","662528","4673","702470","Included"
"2026-02-16T05:32:08.974Z","Included","auto","No","0","5583","466944","2180","474707","Included"
"2026-02-16T05:17:38.232Z","Included","auto","No","0","36287","1705472","11564","1753323","Included"
"2026-02-16T05:14:00.751Z","Included","auto","No","0","3176","125952","886","130014","Included"
"2026-02-16T05:00:09.703Z","Included","auto","No","0","39524","824320","10173","874017","Included"
"2026-02-16T04:53:31.808Z","Included","auto","No","0","186297","3282944","12442","3481683","Included"
"2026-02-16T01:36:30.882Z","Included","auto","No","0","50793","4730880","28355","4810028","Included"
"2026-02-16T01:30:49.827Z","Included","auto","No","0","105567","635904","5573","747044","Included"
"2026-02-16T01:14:02.212Z","Included","auto","No","0","9691","968192","2417","980300","Included"
"2026-02-16T00:56:17.898Z","Included","auto","No","0","23383","1426432","9084","1458899","Included"
"2026-02-16T00:33:34.123Z","Included","auto","No","0","11597","394240","5307","411144","Included"
"2026-02-16T00:28:03.153Z","Included","auto","No","0","11584","464384","6980","482948","Included"
"2026-02-16T00:25:43.108Z","Included","auto","No","0","11290","191488","1693","204471","Included"
"2026-02-16T00:24:25.103Z","Included","auto","No","0","1425","41984","894","44303","Included"
"2026-02-16T00:22:53.369Z","Included","auto","No","0","4327","161792","1508","167627","Included"
"2026-02-16T00:20:26.486Z","Included","auto","No","0","379049","617984","10473","1007506","Included"
"2026-02-15T16:49:12.002Z","Included","auto","No","11076","0","1595904","7864","1614844","Included"
"2026-02-15T16:29:11.444Z","Included","auto","No","11040","0","1680896","7544","1699480","Included"
"2026-02-15T16:27:53.444Z","Included","auto","No","162546","0","806400","3073","972019","Included"
"2026-02-15T16:25:31.116Z","Included","auto","No","12525","0","900096","3208","915829","Included"
"2026-02-15T16:13:03.517Z","Included","auto","No","15045","0","1394688","7708","1417441","Included"
"2026-02-15T16:04:13.750Z","Included","auto","No","12904","0","751616","5063","769583","Included"
"2026-02-15T15:49:21.518Z","Included","auto","No","31535","0","2442752","16678","2490965","Included"
"2026-02-15T15:42:33.653Z","Included","auto","No","23920","0","1035264","10342","1069526","Included"
"2026-02-15T15:38:46.419Z","Included","auto","No","841","0","73216","3212","77269","Included"
"2026-02-15T15:35:02.758Z","Included","auto","No","13029","0","611840","7525","632394","Included"
"2026-02-15T15:28:39.628Z","Included","auto","No","57265","0","758272","8604","824141","Included"
"2026-02-15T15:15:39.699Z","Included","auto","No","1785","0","42496","4139","48420","Included"
